ID,Traditional,Simplified,Pinyin,POS,Meaning,Category,Subcategory
L2-310,洞,洞,dòng,N,hole,自然,自然環境
L2-312,地圖,地图,dìtú,N,map,地方,方位
L2-313,出現,出现,chūxiàn,V,to appear,地方,方位
L2-314,離,离,lí,Vs,to be distant from,地方,方位
L2-315,向,向,xiàng,Prep,"to, towards",地方,方位
L2-316,附近,附近,fùjìn,Adv,nearby,地方,方位
L2-317,到處,到处,dàochù,Adv,everywhere,地方,方位
L2-318,臥房,卧房,wòfáng,N,bedroom,地方,處所
L2-319,陽台,阳台,yángtái,N,balcony,地方,處所
L2-320,美術館,美术馆,měishùguǎn,N,art gallery,地方,處所
L2-321,飛機場,飞机场,fēijīchǎng,N,airport,地方,處所
L2-322,停車場,停车场,tíngchēchǎng,N,parking lot,地方,處所
L2-323,博物館,博物馆,bówùguǎn,N,museum,地方,處所
L2-324,補習班,补习班,bǔxíbān,N,cram school,地方,處所
L2-325,遊樂園,游乐园,yóulèyuán,N,amusement park,地方,處所
L2-326,圖書館,图书馆,túshūguǎn,N,library,地方,處所
L2-327,超級市場,超级市场,chāojíshìchǎng,N,supermarket,地方,處所
L2-328,藥房,药房,yàofáng,N,pharmacy,地方,處所
L2-328,藥局,药局,yàojú,N,pharmacy,地方,處所
L2-329,工廠,工厂,gōngchǎng,N,factory,地方,處所
L2-330,廟,庙,miào,N,temple,地方,處所
L2-331,公司,公司,gōngsī,N,company,地方,處所
L2-332,十字路口,十字路口,shízìlùkǒu,N,crossroad,地方,處所
L2-333,斑馬線,斑马线,bānmǎxiàn,N,pedestrian crossing,地方,處所
L2-334,橋,桥,qiáo,N,bridge,地方,處所
L2-335,牆,墙,qiáng,N,wall,地方,處所
L2-336,風景,风景,fēngjǐng,N,"landscape, scenery",地方,國家
L2-337,鄉村,乡村,xiāngcūn,N,countryside,地方,國家
L2-338,城市,城市,chéngshì,N,city,地方,國家
L2-339,國旗,国旗,guóqí,N,flag,地方,國家
L2-340,世界,世界,shìjiè,N,world,地方,國家
L2-341,文字,文字,wénzì,N,"character, word",地方,語言
L2-342,文化,文化,wénhuà,N,culture,地方,語言
L2-343,語言,语言,yǔyán,N,language,地方,語言
L2-344,漢字,汉字,hànzì,N,chinese character,地方,語言
L2-346,打招呼,打招呼,dǎzhāohū,V,"to greet, to say hello",常用語,一般
L2-348,怎麼,怎么,zěnme,N,why,功能詞,功能詞
L2-349,也許,也许,yěxǔ,Adv,maybe,功能詞,功能詞
L2-350,原來,原来,yuánlái,Adv,originally,功能詞,功能詞
L2-351,本來,本来,běnlái,Adv,originally,功能詞,功能詞
L2-352,應該,应该,yīnggāi,V,should,功能詞,功能詞
L2-353,讓,让,ràng,V,to let,功能詞,功能詞
L2-354,必須,必须,bìxū,V,must,功能詞,功能詞
L2-355,需要,需要,xūyào,V/N,(to) need,功能詞,功能詞
L2-356,被,被,bèi,Bei,a passive voice marker,功能詞,功能詞
L2-357,為,为,wèi,Prep,for,功能詞,功能詞
L2-358,為了,为了,wèile,Prep,in order to,功能詞,功能詞
L2-359,可是,可是,kěshì,Conj,but,功能詞,功能詞
L2-360,雖然,虽然,suīrán,Conj,although,功能詞,功能詞
L2-361,連,连,lián,Conj,even; and,功能詞,功能詞
L2-362,與,与,yǔ,Conj,and,功能詞,功能詞
L2-363,除了,除了,chúle,Conj,"unless, besides, except",功能詞,功能詞
L2-364,而且,而且,érqiě,Conj,moreover,功能詞,功能詞
L2-365,不但,不但,búdàn,Conj/Adv,not only,功能詞,功能詞
L2-366,啊,啊,a,Ptc,"ah, an exclamation",功能詞,功能詞
