ID,Traditional,Simplified,Pinyin,POS,Meaning,Examples,Variants
B4L05-1-57,大地,大地,dàdì,N,"earth, the land",大地就像我們的母親一樣，一直保護著我們。,
B4L05-1-58,婆婆媽媽,婆婆妈妈,pópómāmā,,"garrulous, hesitant, shilly-shally",,
B4L05-1-59,這還不容易？,这还不容易？,Zhè hái bù róngyì?,,That's an easy question!,,
B4L05-2-01,靠,靠,kào,Prep,"to rely on, to depend on",他靠自己的力量，經過了十年，終於完成了這個發明。,
B4L05-2-02,宣布/宣佈,宣布/宣布,xuānbù,V,to announce,市長宣布明天因為颱風的風雨太大，不上班、不上課。,"[[""宣布"", ""xuānbù""], [""宣佈"", ""xuānbù""]]"
B4L05-2-03,減輕,减轻,jiǎnqīng,Vpt,"to lighten, to ease",醫生提醒我少吃油、鹽和糖，以減輕身體的負擔。,
B4L05-2-04,紙張,纸张,zhǐzhāng,N,paper,用過一面的紙張別急著丟，另一面也可以用。,
B4L05-2-05,化學,化学,huàxué,N,"chemistry, chemical",他以前化學成績常不及格，沒想到現在卻是有名的化學教授。,
B4L05-2-06,手電筒,手电筒,shǒudiàntǒng,N,"flashlight, electric hand torch",停電(power failure)的時候有支手電筒，做起事來比較方便。,
B4L05-2-07,重複,重复,chóngfù,Adv,repeatedly,那件事我已經跟你重複說過好多次了，你怎麼還問我？,
B4L05-2-08,電扇,电扇,diànshàn,N,electric fan,開冷氣時如果能好好利用電扇，房間很快就涼了。,
B4L05-2-09,銅,铜,tóng,N,copper (chemistry),從前有很多生活用具都是用銅做的，像銅杯、銅碗什麼的。,
B4L05-2-10,電線,电线,diànxiàn,N,"wire, power line or cord",颱風過後，很多電線被強風吹壞了，需要幾天才能恢復正常。,
B4L05-2-11,毯子,毯子,tǎnzi,N,blanket,家裡用不到的毯子可以拿給環保社團，他們會送給需要的家庭。,
B4L05-2-12,床單,床单,chuángdān,N,bed sheet,,
B4L05-2-13,床,床,chuáng,M,classifier for beds,今天百貨公司有優惠活動，買一條床單就送一床被子(quilt)。,
B4L05-2-14,棉被,棉被,miánbèi,N,"comforter, quilt",,
B4L05-2-15,棉,棉,mián,N,generic term for cotton or kapok,,
B4L05-2-16,棉花,棉花,miánhuā,N,cotton,這條棉被是用品質很好的棉花做的，裡面的棉又白又溫暖。,
B4L05-2-17,繩（子）,绳（子）,shéng(zi),N,"cord, string, rope",我把房間裡那條黑色繩子看成蛇，嚇了我一大跳。,"[[""繩"", ""shéng""], [""繩子"", ""shéngzi""]]"
B4L05-2-18,材料,材料,cáiliào,N,material,那件襯衫的材料百分之百是棉，穿起來十分舒服。,
B4L05-2-19,帶子,带子,dàizi,N,"(coll.) audio or video tape, band, ribbon",這些帶子是我小學的記錄，我請朋友把它存進電腦裡。,
B4L05-2-20,卷,卷,juǎn,M,"classifier for small rolled things (toilet paper, wad of paper money, movie reel, etc.)",家裡的衛生紙快用完了，下班回家時順便買幾卷吧。,
B4L05-2-21,如,如,rú,Vst,"as, as if, like",人的一生就如一場電影，故事中的每個人都是主角。,
B4L05-2-22,原子筆,原子笔,yuánzǐbǐ,N,ballpoint pen,他很喜歡買文具，尤其是筆，各國進口的原子筆他都有。,
B4L05-2-23,延長,延长,yáncháng,V,"to prolong, to extend",今天兩小時的會議，因為要討論的事增加而延長了三十分。,
B4L05-2-24,塑膠,塑胶,sùjiāo,N,"plastic, synthetic resin",過度消費及使用塑膠材料的產品，都會增加自然環境的負擔。,
B4L05-2-25,金屬,金属,jīnshǔ,N,metal,那個眼鏡的金屬材料相當特別，因此價格比一般眼鏡貴三成。,
B4L05-2-26,廚餘,厨余,chúyú,N,"kitchen waste, food waste (recycling)",如果能好好利用食物材料，就能有效地減少廚餘。,
B4L06-1-01,元旦,元旦,yuándàn,N,New Year's Day,元旦那天因為不少人放假，大部分餐廳都客滿了。,
B4L06-1-02,劇院,剧院,jùyuàn,N,theater,離我家不遠的劇院，是請著名設計師來設計的。,
B4L06-1-03,劇場,剧场,jùchǎng,N,theater,那位演員有劇場表演的經驗，所以導演決定用他。,
B4L06-1-04,民謠,民谣,mínyáo,N,"ballad, folk song",這首古老民謠的風格很獨特，不管大人小孩都會唱。,
B4L06-1-05,演奏,演奏,yǎnzòu,N/V,performance; to perform on a musical instrument,為了在這場鋼琴演奏中有優秀的表現，小戴早晚不停地練習。,
B4L06-1-06,熱門,热门,rèmén,Vs,"popular, hot, trendy",這種巧克力是情人節最熱門的商品，總是一下子就賣光了。,
B4L06-1-07,大型,大型,dàxíng,Vs-attr,"large, large-scale",大型體育活動常選擇在都市舉行，主要原因是交通方便。,
B4L06-1-08,懷念,怀念,huáiniàn,Vst,"to cherish the memory of, to think of, reminisce",以前我的小學老師總是親切地教導我們，讓我到現在還是很懷念她。,
B4L06-1-09,現場,现场,xiànchǎng,N,"the scene (of a crime, accident, etc.), (on) the spot, (at) the site",他們班明天有一場籃球比賽，我想到現場替他們加油。,
B4L06-1-10,瘋狂,疯狂,fēngkuáng,Vs,"crazy, frantic, extreme popularity",生命就像一片海洋，有時穩定有時瘋狂。,
B4L06-1-11,歡呼,欢呼,huānhū,Vi/N,to cheer; a cheer,當掉進海裡的小孩被救上來時，大家都激動地歡呼了起來。,
B4L06-1-12,鼓掌,鼓掌,gǔzhǎng,Vi,"to applaud, to clap",當別人表現得很好時，別忘了為他們鼓掌，給他們鼓勵。,
B4L06-1-13,忍不住,忍不住,rěnbúzhù,Vs,"cannot help, unable to bear",我罵他是因為他太可惡了，你要我別生氣，我真的忍不住。,
B4L06-1-14,忍,忍,rěn,Vst,"to bear, to endure, to tolerate, to restrain oneself",牙痛時最好快點兒去看醫生，不然越忍越疼。,
B4L06-1-15,叫喊,叫喊,jiàohǎn,V,"to yell, to shout, to call out for (a person)",,
B4L06-1-16,喊,喊,hǎn,V,"to yell, to shout, to call out for (a person)",每次比賽到了緊張的時候，觀眾就大聲叫喊，我也跟著喊。,
B4L06-1-17,搖擺,摇摆,yáobǎi,V,"to sway, to waver",我坐在公園裡看著花兒隨著風搖擺，那個樣子真是可愛極了。,
B4L06-1-18,錯過,错过,cuòguò,Vpt,"to miss (train, opportunity, etc.)",這部電影一點兒都不吸引人，就算錯過了也無所謂。,
B4L06-1-19,售,售,shòu,V,to sell,經理因商品售完而跟顧客道歉，並表示明天就會補上。,
B4L06-1-20,截止,截止,jiézhǐ,Vp,to close (upon reaching the deadline),學校的游泳比賽報名時間到今天截止，有興趣的同學別錯過了。,
B4L06-1-21,等到,等到,děngdào,Prep,"to wait until, by the time when (sth is ready)",有好的投資機會就該好好掌握，不要等到事後才開始後悔。,
B4L06-1-22,門票,门票,ménpiào,N,"ticket (for theater, cinema, etc.)",我買了海洋公園的門票，打算利用週末帶孩子一起去逛逛。,
B4L06-1-23,提早,提早,tízǎo,Vp,"ahead of schedule, sooner than planned",今年下雪的時間提早了，氣候改變或許是最主要的原因。,
B4L06-1-24,趕緊,赶紧,gǎnjǐn,Adv,"hurriedly, without delay",明天的會議改時間了，你趕緊通知大家。,
B4L06-1-25,棒子,棒子,bàngzi,N,"stick, club, cudgel",,
B4L06-1-26,棒,棒,bàng,M,"classifier for legs of a relay race, for counting the number of hits with a stick or bat",練習八百公尺跑步時，教練除了要大家記得自己是跑第幾棒的，並且提醒我們把棒子拿好。,
B4L06-1-27,距離,距离,jùlí,Prep,to or from (one location to another),我住的地方距離公司很近，省了很多時間與交通費。,
B4L06-1-28,開演,开演,kāiyǎn,Vp,"(of a play, movie, etc.) to begin",演唱會開演前，工作人員請大家不要拿手機錄現場的情況。,
B4L06-1-29,彩色,彩色,cǎisè,Vs-attr,color,彩色照片看起來很真實，不過黑白照片給人的感覺也很特別。,
B4L06-1-30,精彩,精彩,jīngcǎi,Vs,"wonderful, marvelous, brilliant",學校邀請李教授來演講，內容相當精彩，讓我有很大的收穫。,
B4L06-1-31,搖頭,摇头,yáotóu,V-sep,to shake one's head,球員的表現讓教練不斷搖頭，並表示得加強平常的訓練。,
B4L06-1-32,握,握,wò,V,"to hold, to grasp",七歲以下的孩子對手部動作還無法完全地掌握，因此不應要求他們正確地握筆。,
B4L06-1-33,揮,挥,huī,V,to wave,我看到前面有人跟我揮手，可是我不認識那個人。,
B4L06-1-34,熱情,热情,rèqíng,N/Vs,"passion, enthusiasm; enthusiastic, passionate",對自己的事業很熱情的人，就不怕挑戰任何困難。,
B4L06-1-35,鮮花,鲜花,xiānhuā,N,"flower, fresh flowers",每次到了特別的節日，張先生就會送鮮花給太太，真是浪漫。,
B4L06-1-36,聲,声,shēng,N/M,sounds produced by something or somebody measurement for speech act,在大都市，早上起床能聽見鳥叫聲，那真是太難得了。,
B4L06-1-37,上臺/上台,上台/上台,shàngtái,V-sep,to go on stage,上臺報告以前要把資料準備好，以免到時候手忙腳亂的。,"[[""上臺"", ""shàngtái""], [""上台"", ""shàngtái""]]"
B4L06-1-38,演唱,演唱,yǎnchàng,V,to sing in a performance,聽見他欣賞的那位歌星來演唱的消息，令他興奮地跳了起來。,
B4L06-1-39,傷腦筋,伤脑筋,shāngnǎojīn,Vs,"to be a real headache, to find sth a real headache, to beat one's brains",,
B4L06-1-40,腦筋,脑筋,nǎojīn,N,brains,所有令人傷腦筋的過程，都是為了使自己變成腦筋很好的人。,
B4L06-1-41,哎呀,哎呀,āiya,Ptc,"interjection of wonder, shock or admiration",A:哎呀！我的手機掉到河裡了。 （shock or annoyance）B:那真是傷腦筋，看來你只好再買一支了。,
B4L06-1-42,主持,主持,zhǔchí,V,"to host (a TV or radio program, etc.), to emcee, to take charge of",儘管他沒主持過什麼節目，他的獨特風格仍然引起大家注意。,
B4L06-1-43,爛,烂,làn,Vs,"crappy, bad, lousy, rotten",要是你覺得那部電影很爛，我們就走吧，又不是非看不可。,
B4L06-1-44,廢話,废话,fèihuà,N,"nonsense, rubbish",他說的話都很有道理，不是廢話，只是你聽不進去而已。,
B4L06-1-45,主唱,主唱,zhǔchàng,N,vocalist,樂團主唱的唱歌技巧，對樂團演出表現的影響相當大。,
B4L06-1-46,舞台/舞臺,舞台/舞台,wǔtái,N,"stage, arena",在表演以前準備得越多，上舞臺就越有自信。,"[[""舞台"", ""wǔtái""], [""舞臺"", ""wǔtái""]]"
B4L06-1-47,……之一,……之一,zhīyī,,one of...,,
B4L06-2-01,文藝,文艺,wényì,N,literature and art,要是你對文藝領域不了解，最好不要隨便批評別人的作品。,
B4L06-2-02,迷,迷,mí,Vst,"to be fascinated by, to be crazy about",他迷上足球，所以買了各式各樣的足球鞋。,
B4L06-2-03,歌劇,歌剧,gējù,N,western opera,他從音樂學院畢業以後就加入歌劇團，到世界各地表演。,
B4L06-2-04,舞蹈,舞蹈,wǔdào,N,"dance (performance art), dancing",,
B4L06-2-05,舞,舞,wǔ,N,"dance (performance art), dancing",從那個偶像團體的舞蹈，就可以看出他們練(to practice)舞時花了多少工夫。,
B4L06-2-06,京劇,京剧,Jīngjù,N,Beijing opera,現在很少年輕人看得懂京劇，其實京劇沒那麼難。,
B4L06-2-07,心目中,心目中,xīnmùzhōng,N,in the heart of,龍在中國人的心目中具有特殊的地位。,
B4L06-2-08,回憶,回忆,huíyì,Vst,"to recall, to reminisce",每次當我回憶起大學的社團生活，就會想到那一群知心好友。,
B4L06-2-09,寧願,宁愿,nìngyuàn,Vaux,"would rather ... (than), one would prefer to (or not to)",為了更有效地利用地球資源，我寧願減少不必要的生活享受。,
B4L06-2-10,寧可,宁可,níngkě,Vaux,would rather,那位母親寧可犧牲自己的生命，也要保護孩子的安全。,
B4L06-2-11,感染,感染,gǎnrǎn,Vpt,"to affect, to infect",病人受傷的地方如果沒有好好處理，很容易會被感染。,
B4L06-2-12,轉播,转播,zhuǎnbò,N/V,"relay, broadcast (on radio or TV)",電視臺常在熱門比賽的轉播中放一些廣告，靠這種方式來賺錢。,
B4L06-2-13,直播,直播,zhíbò,N/V,live broadcast (not recorded),網路直播的內容各種各樣，甚至有人因為直播平日生活而變成明星。,
B4L06-2-14,入場,入场,rùchǎng,Vi,"to enter the venue for an event, to enter a stadium, arena, etc.",你帶著邀請卡給門口的服務人員檢查，才能入場參加活動。,
B4L06-2-15,入,入,rù,V,"to enter, to go into, to join, to become a member of",如果想入會員並享受我們健身房所提供的服務，請您到櫃臺辦理。,
B4L06-2-16,陣,阵,zhèn,M,classifier for events or states that occur for a short duration (e.g. a gale or a trend),那家商店的廣告牌子被一陣強風吹起後，還差一點打到路上的摩托車，真可怕。,
B4L06-2-17,掌聲,掌声,zhǎngshēng,N,applause,當聽到周博士多年的研究終於有了成果時，所有員工都給他最大的掌聲。,
B4L06-2-18,認同,认同,rèntóng,Vst,"to approve of, to endorse, to acknowledge, to identify oneself with",我雖然尊敬他，卻不認同他所堅持的觀點。,
B4L06-2-19,擠,挤,jǐ,V,"to crowd in, to cram in, to squeeze",電腦展內的人太多了，大家擠來擠去的，真是受不了。,
B4L06-2-20,前進,前进,qiánjìn,V,"to go forward, to advance, to go onward",爬山時如果碰到大雨就應避免繼續前進，以免發生危險。,
B4L06-2-21,後退,后退,hòutuì,Vi,"to draw back, to fall back, to retreat",碰到困難無法繼續前進時，暫時後退等待機會也是一種作法。,
B4L06-2-22,電視臺,电视台,diànshìtái,N,"television channel, television station",上星期電視臺的人來訪問我們，請我們談談學習華語的經驗。,
B4L06-2-23,字幕,字幕,zìmù,N,"caption, subtitle",這部電影的字幕翻譯得很糟糕，讓人弄不清楚它的意思。,
B4L06-2-24,好,好,hǎo,Conj,so,請你把空罐子放在袋子裡，好讓垃圾車一起回收。,
B4L06-2-25,電臺,电台,diàntái,N,"broadcasting station, radio station",雖然現在網路很普遍了，還是有不少人喜歡聽電臺的節目。,
B4L06-2-26,從事,从事,cóngshì,Vst,"to be engaged in, to devote oneself to (a career, job, activity, etc)",如果從事某項工作能令你忘掉時間，或許就可當作一生的事業。,
B4L06-2-27,動作,动作,dòngzuò,N,"moves, action",有位功夫明星的動作很快，一次能踢十幾腿，真的讓人驚訝。,
B4L06-2-28,尊重,尊重,zūnzhòng,Vst,"to esteem, to respect, to honor, to value",國內外的社會運動，經常都是因為人民的意見不被尊重而引起的。,
B4L06-2-29,自由,自由,zìyóu,N,"freedom, liberty",一個政府如果事事控制人民，沒有給人民自由，就不是個理想的政府。,
B4L06-2-30,活力,活力,huólì,N,"energy, vitality, vigor, vital force",自從他改變飲食習慣以後，就變得既健康又有活力。,
B4L06-2-31,俗話說,俗话说,súhuàshuō,,"as the saying goes, as they say",,
B4L06-2-32,俗話,俗话,súhuà,,"common saying, proverb",,
B4L06-2-33,臺上一分鐘，臺下十年功,台上一分钟，台下十年功,"Táishàng yì fēnzhōng, táixià shínián gōng",,A minute on stage takes ten-years of practice.,,
B4L07-1-01,全家,全家,quánjiā,N,whole family,說到興趣，我們全家的興趣都不同，總是你玩你的，我做我的。,
B4L07-1-02,自助,自助,zìzhù,Vs-attr/Vi,self-service,在這家餐廳，沒有人替你服務，點菜、拿碗筷等一切都得自助。,
B4L07-1-03,助,助,zhù,V,"to help, to assist","所謂「人助天助」的意思，就是得自己先努力，天(God,Heavens)才會幫助你。",
B4L07-1-04,開,开,kāi,Vp,"to blossom; to open, to start; to turn on; to boil",春天是花開的季節，在愛情故事中，往往也是適合戀愛的季節。,
B4L07-1-05,插花,插花,chāhuā,Vi,flower arranging,媽媽買了鮮花來插花，她覺得插花是一門藝術，讓人欣賞到花的美。,
B4L07-1-06,插,插,chā,V,"to stick into, to insert",吃飯的時候把筷子插在碗裡，會被臺灣人認為沒有規矩。,
B4L07-1-07,門診,门诊,ménzhěn,Vi/N,"to service outpatient, outpatient service",這家醫院每個月都到鄉下地區免費為老人門診。,
B4L07-1-08,剛好,刚好,gānghǎo,Vs,"at the right time, adequate",冷氣的溫度要是控制得剛好，不但對健康好，也能省點兒電費。,
B4L07-1-09,週,周,zhōu,M,classifier for week,這所學校規定學生每兩週至少參加一次服務學習活動。,
B4L07-1-10,休假,休假,xiūjià,V-sep,"to take a vacation, to go on holiday",我叔叔總是說工作很累想休息，可是休了假之後又覺得無聊。,
B4L07-1-11,狀況,状况,zhuàngkuàng,N,"condition, state, situation",你的身體狀況不太好，就別自己開車了，讓我送你回家。,
B4L07-1-12,旅行團,旅行团,lǚxíngtuán,N,tour group,參加旅行團或自助旅遊各有各的優點，懶得自己安排行程的人，就跟著導遊走吧。,
B4L07-1-13,旅客,旅客,lǚkè,N,"traveler, tourist",根據規定，每位旅客只能攜帶一件七公斤以下的行李上飛機。,
B4L07-1-14,旅行社,旅行社,lǚxíngshè,N,travel agency,我們工廠與那家旅行社有合作關係，廠內員工如果報名他們的旅行團，都可以享受優惠價。,
B4L07-1-15,路線,路线,lùxiàn,N,"itinerary, route",旅行團的行程及路線是公司及導遊決定的，不喜歡的話，就只能自助旅遊了。,
B4L07-1-16,預算,预算,yùsuàn,N,budget,今年學校的預算只夠修理宿舍的衛生設備，其他需要改善的只能等到明年了。,
B4L07-1-17,目的地,目的地,mùdìdì,N,destination (location),這個旅行團的目的地是中國北京(Beijing)，旅客目的是參觀古蹟及拜訪朋友。,
B4L07-1-18,景色,景色,jǐngsè,N,"scenery, scene, landscape, view",這個城市夜晚因各種各樣的彩色燈光，而使得景色既浪漫又迷人。,
B4L07-1-19,秋季,秋季,qiūjì,N,"autumn, fall",,
B4L07-1-20,春季,春季,chūnjì,N,spring,,
B4L07-1-21,夏季,夏季,xià jì,N,summer,,
B4L07-1-22,冬季,冬季,dōngjì,N,winter,,
B4L07-1-23,四季,四季,sìjì,N,four seasons,我國四季都有美麗的風景：春季時平原有花海、夏季時海灘有日出、秋季時山區有紅樹、冬季時高山有白雪，都十分迷人。,
B4L07-1-24,正好,正好,zhènghǎo,Vs,"just in time, just right, just enough",你來得正好，請你幫我檢查這些文件，我一個人實在做不來。,
B4L07-1-25,印象,印象,yìnxiàng,N,impression,我很少到這個地區，所以對附近的路沒什麼印象。,
B4L07-1-26,沙漠,沙漠,shāmò,N,desert,,
B4L07-1-27,沙子,沙子,shāzi,N,"sand, grit",白天沙漠裡的沙子很燙(to be scalded)，要是光著腳，一定會被燙傷的。,
B4L07-1-28,沙,沙,shā,N,"sand, granules",那家中式點心店的紅豆沙包子又香又甜，我時常買來當作早餐。,
B4L07-1-29,通常,通常,tōngcháng,Adv,"usually, normally",我通常在家吃晚餐，只有好朋友邀請我吃飯，才會出門。,
B4L07-1-30,觀光,观光,guānguāng,Vi,"to tour, sightseeing",,
B4L07-1-31,觀光客,观光客,guānguāngkè,N,tourist,我去英國留學時，常利用週末到旅行社打工，帶觀光客到著名的景點觀光。,
B4L07-1-32,體驗,体验,tǐyàn,V,to experience for oneself,觀光客都說日本四季的景色都很有特色，有機會我要親自去體驗一下。,
B4L07-1-33,鄉村,乡村,xiāngcūn,N,"rustic, village, countryside",鄉村生活雖然不如都市那樣方便，但風景美多了。,
B4L07-1-34,大自然,大自然,dàzìrán,N,nature (the natural world),大自然除了有各種動植物，還有山地、平原、河流等等，這一切應該是上帝創造的。,
B4L07-1-35,郊外,郊外,jiāowài,N,outskirts,學校每學期都帶學生到郊外旅行，體驗大自然的美好。,
B4L07-1-36,瀑布,瀑布,pùbù,N,waterfall,在瀑布旁邊照相要看看周圍環境，別不小心掉下去了。,
B4L07-1-37,登山,登山,dēngshān,V-sep,to climb a mountain,登山的時候得注意安全，事前多準備，才能享受登山的樂趣。,
B4L07-1-38,夜景,夜景,yèjǐng,N,nightscape,要去山上看夜景的話，最好帶著手電筒。,
B4L07-1-39,處,处,chù,M,classifier for location,這處風景區非常有名，假日都擠滿了遊客。,
B4L07-1-40,提,提,tí,V,"to mention, to raise (an issue)",上次你跟我提的事，我一點兒印象都沒有，真是不好意思。,
B4L07-1-41,夢想,梦想,mèngxiǎng,V,(fig.) to dream of,我夢想有一天可以到世界各地旅行。,
B4L07-1-42,實現,实现,shíxiàn,V,"to achieve, to realize",每天光說夢想，一點兒用都沒有，還是努力實現比較實在。,
B4L07-1-43,班機,班机,bānjī,N,flight,班機起飛前，服務人員都會為旅客說明應注意的安全規定。,
B4L07-1-44,直飛,直飞,zhífēi,V,to fly directly,我請旅行社代訂從台北直飛美國的班機，機票較貴，但能節省不少時間。,
B4L07-1-45,直,直,zhí,Vs,straight,這個地區的路規劃得不太理想，不僅沒有一條是直的，方向也有點兒亂，很容易就迷路了。,
B4L07-1-46,轉機,转机,zhuǎnjī,Vi,to transfer flight,從國外坐飛機到臺灣來，有時需要轉機。,
B4L07-1-47,預訂,预订,yùdìng,V,"to reserve, to pre-book, to book ahead",聽說那場演唱會很熱門，我們最好先預訂門票。,
B4L07-1-48,反正,反正,fǎnzhèng,Adv,"anyway, in any case",你的商品計畫，我可以幫你一起做，反正我晚上沒事。,
B4L07-1-49,取消,取消,qǔxiāo,V,to cancel,這場大型戶外活動因為租不到合適的地方，就被取消了。,
B4L07-1-50,誤點,误点,wùdiǎn,Vp,(of transportation) to be behind schedule,這班飛機因為天氣不穩定，所以誤點了。,
B4L07-1-51,怪,怪,guài,Adv,"quite, rather",這個題目怪難的，連老師都要想很久。,
B4L07-1-52,要不,要不,yàobù,Conj,"if not, or (else), otherwise",現在去看第一場表演時間快來不及了，要不我們改看下一場吧。,
B4L07-1-53,早點兒,早点儿,zǎodiǎnr,Adv,a little earlier,,
B4L07-1-54,早點,早点,zǎodiǎn,N,breakfast,那家早餐店的生意很好，你得早點(兒)去，才買得到早點。,
B4L07-1-55,重,重,chóng,Adv,again,老師不滿意我們這一組的報告，要我們重做一次。,
B4L07-1-56,入境,入境,rùjìng,V,"to enter a country, immigration",,
B4L07-1-57,出境,出境,chūjìng,Vp,"to leave a country, emigration, outbound (tourism)",為了旅客搭機安全，機場入境、出境時都要檢查行李。,
B4L07-1-58,收拾,收拾,shōushí,V,"to put things in order, to tidy, to clean up",自從住校以後，我得學習自己收拾、整理房間。,
B4L07-1-59,有些,有些,yǒuxiē,Det,some,有些國家為了吸引更多的觀光客來旅遊，就把一些出境、入境的手續改簡單了。,
B4L07-1-60,千萬,千万,qiānwàn,Adv,one must by all means,開車時萬一發生車禍，千萬要冷靜，以免情況更嚴重。,
B4L07-1-61,話是這麼說（沒錯）,话是这么说（没错）,Huà shì zhème shuō (méicuò),,"That's right, but ...",,"[[""話是這麼說"", ""Huà shì zhème shuō""], [""話是這麼說沒錯"", ""Huà shì zhème shuō méicuò""]]"
B4L07-2-01,碰見,碰见,pèngjiàn,Vpt,"to run into, to meet (unexpectedly), to bump into",我去澳洲登山時，碰見了正在自助旅行的老朋友，真巧！,
B4L07-2-02,乘,乘,chéng,V,"to ride, to mount",,
B4L07-2-03,乘客,乘客,chéngkè,N,passenger,行動不方便的乘客乘車時，車站有服務員為他們服務。,
B4L07-2-04,小費,小费,xiǎofèi,N,"tip, gratuity",這家餐廳的帳單已經加了服務費了，你不必再給小費。,
B4L07-2-05,毛巾,毛巾,máojīn,N,towel,有些運動中心規定個人得帶自己的毛巾，否則不可以進去。,
B4L07-2-06,道路,道路,dàolù,N,"road, path, way",下過雨後道路比較滑，開車時速度別太快。,
B4L07-2-07,照,照,zhào,Adv,"according to, in accordance with, as before",我來教你中國功夫，我怎麼打，你就跟著照打。,
B4L07-2-08,街頭,街头,jiētóu,N,in the street,在熱鬧的都市裡，常見一些人在街頭表演。,
B4L07-2-09,或者,或者,huòzhě,Conj,"or, maybe, perhaps",週六你到我家來寫作業，或者我們一起到圖書館去讀書也行。,
B4L07-2-10,時時,时时,shíshí,Adv,"often, constantly","天氣不穩定的時候，氣溫也時時跟著變化(to change,to vary)。",
B4L07-2-11,街道,街道,jiēdào,N,street,這條街道旁有各式各樣的商店與餐廳，假日時相當熱鬧。,
B4L07-2-12,缺少,缺少,quēshǎo,Vst,"to lack, to be short (of)",,
B4L07-2-13,缺,缺,quē,Vst,"to lack, to be short (of)",缺少運動的人總是說自己太忙，缺時間去活動。,
B4L07-2-14,誤會,误会,wùhuì,Vst,to misunderstand,知道自己誤會別人以後，最好早一點兒跟對方道歉。,
B4L07-2-15,只是,只是,zhǐshì,Adv,"merely, just, only",我看著你只是想告訴你，你的臉上黏了東西。,
B4L07-2-16,頂,顶,dǐng,M,"classifier for headwear, hats, veils, etc.",生日時，老婆親手織了一頂帽子送我，讓我好感動。,
B4L07-2-17,倒不如,倒不如,dàobùrú,Conj,"it's better to, no better than",那項新產品的設計圖你一個人負責太辛苦了，倒不如找同事一起來做。,
B4L07-2-18,熱愛,热爱,rè'ài,Vst,"to love ardently, passionate about",他一直熱愛翻譯工作，不論多困難都會想辦法克服。,
B4L07-2-19,動身,动身,dòngshēn,Vi,"to go on a journey, to leave",我們吃完早餐，就動身去舞蹈教室練習舞蹈。,
B4L07-2-20,長途,长途,chángtú,Vs-attr,long distance,這次長途旅行不僅行程豐富，並且讓我交到了不少朋友、擴大了視野。,
B4L07-2-21,人生地不熟,人生地不熟,rénshēng dìbùshóu,,a stranger in a strange place,,
B4L08-1-01,指示,指示,zhǐshì,N/V,instructions; to instruct,經理對新產品計畫的指示不太清楚，我們最好去問清楚。,
B4L08-1-02,遲,迟,chí,Vp,late,我明天要把這份作業交給老師，遲了老師就不收了。,
B4L08-1-03,忙碌,忙碌,mánglù,Vs,"busy, bustling",生活忙碌的時候，也要給自己留一些休息時間。,
B4L08-1-04,接,接,jiē,Vst,"to connect, to adjoin",我的電腦無法上網，檢查之後才發現網路線沒有接著電腦。,
B4L08-1-05,次數,次数,cìshù,N,"number of times, frequency",我的同事遲到的次數太多了，這個月被扣了半個月的薪水。,
B4L08-1-06,煩惱,烦恼,fánnǎo,N,worries,每個人都有煩惱，如果能好好處理，就能從過程中得到經驗。,
B4L08-1-07,左右,左右,zuǒyòu,N,"around, approximately",感冒要是一個星期左右還沒好，就應該去看醫生。,
B4L08-1-08,煩,烦,fán,Vs,"to be annoyed, to be vexed",每天早上都有人在附近公園大聲唱流行歌，聽久了真的很煩。,
B4L08-1-09,壓力,压力,yālì,N,"pressure, stress",主管的工作壓力往往比下面的員工更大。,
B4L08-1-10,難受,难受,nánshòu,Vs,"to feel upset, unbearable, uncomfortable",當你心裡覺得難受的時候，可以跟好朋友聊聊。,
B4L08-1-11,逃避,逃避,táobì,V,"to escape, to evade, to avoid, to shirk",,
B4L08-1-12,逃,逃,táo,Vi,"to escape, to run away, to flee",逃避或許是解決問題的一種方式，但有些問題是你逃不了，不得不解決的。,
B4L08-1-13,臉色,脸色,liǎnsè,N,"complexion, look, facial expression",他的臉色白不是因為不舒服，是因為他平日很少出門。,
B4L08-1-14,遲早,迟早,chízǎo,Adv,sooner or later,要是你每天都坐在電腦前，不起來運動運動，遲早會生病的。,
B4L08-1-15,總,总,zǒng,Adv,always,有人一天到晚總看著手機，連錯過了精彩的生活時刻也不知道。,
B4L08-1-16,心臟,心脏,xīnzàng,N,heart,剛跑完步最好不要馬上坐下，這樣對心臟不好。,
B4L08-1-17,心跳,心跳,xīntiào,N,"heartbeat, pulse",碰到危險時，人的心跳總跳得很快。,
B4L08-1-18,腰,腰,yāo,N,waist,我的腰越來越胖，現在買的褲子尺寸比以前大了兩號。,
B4L08-1-19,大腿,大腿,dàtuǐ,N,thigh,聽說騎腳踏車可以讓大腿瘦一點兒。,
B4L08-1-20,人體,人体,réntǐ,N,human body,我對人體各部分的功能很有興趣，不過我沒想過當醫生。,
B4L08-1-21,器官,器官,qìguān,N,organ (of the body),肚子痛有時不一定是消化器官的問題，得去醫院檢查。,
B4L08-1-22,關上,关上,guānshàng,V,"to turn off, to switch off, to close up",關上燈、關上手機，這麼做你才能好好休息。,
B4L08-1-23,大腦,大脑,dànǎo,N,"brain, cerebrum",人類大腦分成幾區，有的管語言，有的管記憶，很有意思。,
B4L08-1-24,前院,前院,qiányuàn,N,"front courtyard, front yard",,
